GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "39000","Ohio",3,SAGDP2N,61,"5411","    Legal services ","Millions of current dollars",2655.6,2949.3,3062.0,3223.2,3526.0,3731.2,4028.2,4345.0,4445.1,4621.5,4904.4,5529.2,4958.1,4733.5,4956.8,4895.2,4888.1,4993.3,5341.0,5651.3,5884.5,6121.9,6466.1,6323.8,7307.9,7946.4,8322.5
 "39000","Ohio",3,SAGDP2N,62,"5415","    Computer systems design and related services ","Millions of current dollars",2359.3,2881.6,3107.1,2973.2,3412.2,3281.0,3486.5,3593.3,3922.4,4463.3,5106.5,5598.8,5826.9,6151.0,6900.7,6462.7,6687.3,6885.0,7022.0,7410.0,7715.1,8371.0,8716.8,8577.7,9227.5,10180.2,10797.2
 "39000","Ohio",3,SAGDP2N,63,"5412-5414,5416-5419","    Miscellaneous professional, scientific, and technical services ","Millions of current dollars",9909.5,10271.0,11904.9,11822.9,12129.8,12545.5,12326.3,12957.9,13564.6,14460.9,15170.7,16446.5,15693.1,16154.4,17181.1,17627.3,18028.3,18709.4,19254.2,19613.9,20097.8,21065.4,22182.7,21776.0,24390.3,27056.0,30232.6
 "39000","Ohio",3,SAGDP2N,64,"55","   Management of companies and enterprises ","Millions of current dollars",6153.6,6782.2,6921.9,7565.4,8263.3,9416.5,10139.9,11082.7,12187.8,13096.9,13447.6,14090.2,13317.8,14416.7,15204.5,18821.6,19498.7,20419.1,19940.3,20145.4,20931.0,21073.5,22062.1,22523.0,23531.1,24877.0,26076.6
 "39000","Ohio",3,SAGDP2N,65,"56","   Administrative and support and waste management and remediation services ","Millions of current dollars",8870.4,9333.6,10014.5,10553.4,10697.1,10874.4,11747.0,12469.7,13603.4,13874.8,15065.1,15434.5,14273.9,15197.0,16118.1,17247.2,18110.2,19049.2,19397.3,18991.1,19929.7,20311.7,20824.8,20230.2,23202.7,25957.9,27097.8
 "39000","Ohio",3,SAGDP2N,66,"561","    Administrative and support services ","Millions of current dollars",7907.7,8352.0,8974.4,9483.1,9539.0,9665.2,10401.7,11173.4,12279.0,12679.4,13819.6,14181.5,13011.1,13632.2,14671.1,15734.7,16304.2,17076.6,17333.6,17028.8,17673.2,17945.6,18427.2,17845.6,20579.3,23083.3,23924.1
 "39000","Ohio",3,SAGDP2N,67,"562","    Waste management and remediation services ","Millions of current dollars",962.7,981.6,1040.2,1070.3,1158.1,1209.2,1345.3,1296.3,1324.4,1195.4,1245.4,1253.0,1262.8,1564.8,1447.0,1512.5,1806.0,1972.5,2063.7,1962.3,2256.5,2366.1,2397.6,2384.6,2623.4,2874.6,3173.7
 "39000","Ohio",3,SAGDP2N,68,"61,62","  Educational services, health care, and social assistance ","Millions of current dollars",24897.4,25912.0,27267.5,28790.7,31407.7,33457.1,35540.7,38133.5,39663.7,42457.5,43460.1,46757.5,49131.2,50258.2,51850.5,53788.6,55632.2,56824.5,59137.0,61547.2,63158.3,65012.7,67630.3,66756.5,70257.2,74907.6,81327.1
 "39000","Ohio",3,SAGDP2N,69,"61","   Educational services ","Millions of current dollars",2356.6,2433.0,2670.9,2887.6,3052.5,3152.6,3461.0,3830.7,3980.3,4374.7,4519.6,4947.8,5437.4,5662.1,5825.7,5858.7,5789.6,5889.7,5879.3,6099.1,5966.0,6063.1,6269.1,5845.9,6067.0,6621.4,7159.1
 "39000","Ohio",3,SAGDP2N,70,"62","   Health care and social assistance ","Millions of current dollars",22540.8,23478.9,24596.6,25903.1,28355.2,30304.5,32079.7,34302.7,35683.3,38082.7,38940.5,41809.7,43693.8,44596.1,46024.9,47929.9,49842.6,50934.8,53257.7,55448.1,57192.3,58949.7,61361.2,60910.6,64190.2,68286.3,74168.0
